No;answer;1-FR;2-GI;3-PI;4-DM;5-EDTRB;6-RE;;;;;;;;;;;;;;;;;
215;Terima kasih Bulan Alita Nabibah atas pertanyaannya. Keluhan yang Anda rasakan sebenarnya tidaklah khas untuk migraine. Migraine merupakan sakit kepala sebelah yang berdenyut dan dapat menyebabkan mual dan muntah. Nyeri kepala yang dirasakan pun mempunyai intensitas sedang-berat. Namun, tidak menutup kemungkinan juga jika Anda mengalami migraine dengan penyakit lain, seperti: 1. Sinusitis 2. Infeksi saluran pernafasan 3. dan lain-lain Sinusitis merupakan peradangan pada sinus (rongga di dalam kepala) yang dapat disebabkan oleh bakteri, virus, jamur ataupun alergi. Sinusitis mempunyai gejala: 1. Sakit kepala terutama jika menunduk 2. Hidung tersumbat atau meler 3. Mimisan 4. Demam 5. Nyeri otot dan sendi 6. dan lain-lain Infeksi saluran pernafasan juga mungkin saja terjadi pada Anda, baik infeksi saluran pernafasan atas ataupun bawah (paru-paru). Jika disertai dengan nyeri dada seperti ditusuk, kemungkinan paru-paru yang terinfeksi. Infeksi ini pun dapat disebabkan oleh beberapa hal. Anda sebaiknya memeriskakan diri ke dokter untuk mendapatkan pemeriksaan lebih lanjut. Jika Anda merasa yang paling mengganggu adalah migraine nya, Anda dapat memeriksakan diri terutama ke dokter spesialis saraf, namun jika yang Anda rasa mengganggu terutama nyeri dadanya, Anda dapat berobat khususnya ke dokter spesialis paru atau dokter spesialis penyakit dalam. Beberapa hal pencetus migrain: 1. Kafein 2. MSG 3. Coklat 4. Keju 5. Stress Anda juga dapat membaca artikel terkait: Migrain Nyeri dada Demikian jawaban dari saya, semoga membantu dr. Andika Surya;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
216;Selamat malam, terima kasih telah bertanya di Alodokter. Suntik KB merupakan salah satu jenis kontrasepsi hormonal yang bekerja dengan memasukkan hormon ke dalam tubuh, tepatnya dengan cara disuntikkan. Sebagaimana kontrasepsi hormonal lainnya, seperti pil KB, implan dan sebagian IUD, efek samping yang cukup sering terjadi adalah ketidakteraturan siklus haid. Hal ini karena siklus haid amat dipengaruhi oleh kadar hormon tubuh, dan kehadiran hormon dari suntik KB mengacaukan keteraturan kadar tersebut. Ini menjadikan seseorang yang melakukan suntik KB, bisa jadi lebih sering haid, lebih jarang haid, atau malah tidak haid sama sekali bahkan bisa bertahun-tahun lamanya selama ia menggunakan metode kontrasepsi tersebut. Jadi pada kasus Anda, tidak perlu khawatir dulu Anda hamil bila kekhawatiran Anda didasari oleh telatnya haid Anda, karena bisa jadi ini merupakan efek samping dari suntik KB. Meskipun memang, untuk dapat bekerja dengan efektif, biasanya membutuhkan waktu 5-7 hari dari waktu penyuntikan. Bila Anda masih khawatir, maka satu-satunya cara untuk membuktikan adalah dengan memeriksakan diri Anda ke dokter kandungan untuk dilakukan USG. Bila memang dari hasil USG tidak ditemukan kantung kehamilan dan denyut jantung janin, maka bisa dikatakan Anda tidak hamil dan tidak haidnya Anda itu disebabkan oleh efek samping KB. Sementara itu, Anda boleh melakukan tes dengan menggunakan tes pack. Namun perlu diketahui bahwa hasil test pack bisa saja salah. Sehingga jika Anda ingin melakukan test pack, Anda tetap perlu konfirmasi ke dokter kandungan untuk dilakukan USG. Sekian, semoga menjawab pertanyaan Anda.;1;0;1;1;1;1;;;;;;;;;;;;;;;;;
217;Halo, terimakasih telah bertanya di Alodokter. Suatu proses kehamilan berawal dari adanya pertemuan antara sel telur atau ovum wanita dengan sel sperma dari laki-laki yang kemudian terjadi proses pembuahan atau fertilisasi. Setiap aktivitas seksual yang yang melibatkan adanya pertemuan kedua alat kelamin pria dan wanita memiliki kemungkinan untuk terjadi kehamilan, dengan kemungkinan terjadinya kehamilan semakin tinggi bila terjadi penetrasi (masuknya penis ke dalam vagina) dalam aktivitas seksual yang dilakukan. Dan kemungkinan kehamilan akan semakin tinggi bila terdapat kontak antara vagina dengan sperma pria. Siklus menstruasi setiap wanita dapat berbeda-beda namun umumny siklus tiap individu relatif memiliki pola yang sama yaitu setiap 21-35 hari. Terlambat menstruasi dari siklus yang biasanya dapat di sebabkan oleh beberapa faktor yang mnaa untuk dapat mengetahui kemungkinan penyebabnya perlu dilakukan pengkajian medis secara lebih lengkap, beberapa kemugnkinannya antara lain: Fluktuasi hormonal Kehamilan Berat badan tidak normal, baik kurang maupun berlebih Stress Merokok Pengaruh obat tertentu Penyakit tertentu seperti gangguan tiroid, PCOS Untuk sementara yang dapat anda lakukan antara lain: Melakukan pemantauan terkait terjadinya menstruasi atau timbulnya bercak darah Menjaga berat badan tetap ideal Melakukan kelola stress Tidur dan istirahat cukup Menjaga pola makan tetap sehat dan teratur Tidak merokok, tidak mengkonsumsi alkohol Bila hingga 3-5 hari lebih dari 35 hari dari siklus menstruasi sebelumny masih juga belum mendapat hai, ada baiknya bila anda bisa melakukan konsultasid engan dokter spesialis kandungan unyuk dapat di periksa secara langsung. Sekian informasi dari saya, semoga membantu.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
218;"Halo,Jika memang sudah terinfeksi  HIV , gejala yang muncul ketika masih HIV fase awal salah satunya adalah ruam. Biasanya ruam ini muncul sementara. Ruam yang timbul pun bervariasi bentuknya, diantaranya seperti bercak kemerahan, bisul, bentol, dan lain sebagainya. Selain ruam pada tubuh, gejala lain yang biasanya muncul pada fase awal HIV antara lain :   demam   tenggorokan sakit   badan lemas   nyeri otot dan sendi   penurunan berat badan   diare   pembengkakan pada kelenjar getah bening Anda bisa mencurigai terinfeksi HIV jika sebelumnya Anda memiliki riwayat sebagai berikut :  \u0026lt;li style= ext-align: left;\\u0026gt;Hubungan seksual bebas \u0026lt;li style= ext-align: left;\\u0026gt;Penggunaan jarum suntik bersamaan, misalnya dalam penggunaan narkotika \u0026lt;li style= ext-align: left;\\u0026gt;Penggunaan tattoo yang tidak terjamin keamanannya \u0026lt;li style= ext-align: left;\\u0026gt;Adanya kondisi klinis yang dicurigai penurunan daya tahan tubuh. Untuk lebih pastinya, Sebaiknya Anda konsultasikan lebih lanjut ke dokter spesialis penyakit dalam. Anda juga bisa melakukan konseling ke poli VCT  terdekat jika ingin melakukan  pemeriksaan  antibodi HIV.Semoga informasi ini membantu,dr. Mesha";1;0;1;0;1;0;;;;;;;;;;;;;;;;;
219;Alo Nabillah, terimakasih sudah bertanya di Alodokter. Mungkin yang anda maksudkan di sini adalah diare. Suatu kondisi dikatakan diare jika terjadi peningkatan frekuensi BAB hingga 3 kali atau lebih dalam sehari dengan feses (kotoran) yang lebih encer. Berbagai hal dapat menyebabkan terjadinya diare pada anak. Sebagian besar kejadian diare pada anak disebabkan oleh infeksi virus yabg menyebabkan terjadinya gastroenteritis. Beberapa penyebab lain misalnya: Alergi susu formula tertentu Keracunan makanan Intoleransi laktosa Efek samping obat tertentu, dan sebagainya Melihat keterangan yang anda berikan, jika feses lunak dari biasanya terjadi hanya satu kali kemungkinan hal tersebut bukanlah diare namun keadaan fesesnya yang memang sedang lebih lunak dari biasanya. Namun hal ini tetap harus diperhatikan, terutama jika berulang dan disertai gejala lain seperti mata cekung, jarang BAK, bayi tampak lemah, bibir kering, dan sebagainya. Jika hal tersebut terjadi segera konsultasikan pada dokter spesialis anak guna penanganan berikutnya. Saat ini hal yang bisa dilakukan guna mencegah diare pada anak antara lain: Pastikan anak cukup cairan Ganti susu formula jika dirasa tidak cocok atau konsultasikan ke dokter mengenai hal tersebut Jaga kebersihan makanan dan minuman yang dikonsumsi Artikel  ini  bisa menambah informasi untuk anda. Sekian, semoga membantu.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
220;Hai,Faktor keturunan, asupan kalori yang didapatkan, serta adanya penyakit medis tertentu dapat berpengaruh pada berat badan. Sebaiknya memiliki berat badan yang ideal, dapat dilakukan perhitungan  indeks masa tubuh  sesuai tinggi dan berat badan.Hal-hal berikut dapat dilakukan untuk menambah berat badan:   konsumsi makanan bergizi lebih sering, misalnya 5-6 kali sehari dengan tiap porsinya lebih kecil   tambahkan kalori pada makanan, misalnya telur atau keju   konsumsi camilan sehat di sela-sela jam makan utama, seperti jagung rebus   minum saat atau 30 menit setelah makan sehingga dapat membantu tubuh menyerap lebih banyak kalori   lakukan olahraga rutin   memiliki waktu istirahat cukup   tidak stres Jika berat badan tetap belum mencapai ideal, Anda dapat periksa dan berkonsultasi lebih lanjut ke dokter. Pemeriksaan fisik dan tes penunjang seperti tes darah, dapat membantu mengetahui jika terdapat penyebab medis yang mendasari. Sehingga dapat diberikan penanganan yang tepat. Jika hasil pemeriksaan kesehatan baik, Anda dapat dirujuk ke ahli gizi untuk program meningkatkan berat badan dengan cara yang sehat.Halaman berikut membahas  Cara menambah berat badan  Semoga bermanfaat,dr. Jessica;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
221;"Halo Annisawardani,terimakasih telah menggunakan forum alodokter.  Ruam adalah peradangan dan perubahan warna yang terjadi pada kulit. Timbulnya gatal-gatal, berwarna merah adalah bentuk-bentuk reaksi pada kulit yang mengalami ruam. Hal ini juga dapat diserta dengan gejala lain seperti demam atau sakit tenggorokan. Ruam kulit bisa disebabkan oleh alergi, efek samping penggunaan obat atau kosmetik, dan berbagai macam penyakit. Berikut adalah beberapa penyakit yang dapat menyebabkan ruam dan gatal seperti keluhan anda;  1. Dermatitis seboroik adalah kelainan kulit yang mengenai kulit kepala dan kulit bagian tubuh lain di mana banyak terdapat kelenjar minyak. Area tubuh yang biasanya terkena adalah punggung, wajah, serta dada bagian atas. Dermatitis seboroik bukan penyakit menular, tapi bisa berkembang menjadi cukup parah hingga memengaruhi rasa percaya diri penderitanya. Gejala penyakit ini bisa berupa kulit yang terasa gatal, perih, merah dan terkupas.  2. Dermatitis atopik atau eksim atopik adalah peradangan pada permukaan kulit yang dapat menyebabkan munculnya ruam yang gatal.   3. Dermatitis kontak adalah peradangan pada kulit karena terjadinya kontak dengan bahan yang menyebabkan alergi. Beberapa bahan atau zat yang bisa menyebabkan kondisi ini antara lain adalah sabun, kosmetik, pewangi, perhiasan, dan tanaman atau bunga.  4. Infeksi Jamur adalah organisme primitif yang hidup di tanah, udara, tanaman, dan air. Selain itu, ada juga beberapa jamur yang hidup di dalam serta di permukaan tubuh manusia. Infeksi jamur lebih mudah terjadi pada orang yang memiliki sistem kekebalan tubuh lemah atau sedang menjalani pengobatan dengan antibiotik.  5. Sengatan dan gigitanSerangga seperti lebah, semut, nyamuk (termasuk perantara penyakit malaria dan demam berdarah), semut api, lalat, kutu,   6. Impetigo adalah penyakit kulit yang disebabkan oleh bakteri Staphylococcus aureus atau Streptoccus pyogenes dan sangat mudah menular.  7. Alergi obat adalah reaksi abnormal dari sistem kekebalan tubuh seseorang terhadap obat yang dikonsumsi. Gejala yang paling umum dari alergi obat adalah munculnya ruam yang disertai demam dan biduran (urtikaria).  8. Campak adalah infeksi yang disebabkan oleh virus dan mengakibatkan munculnya ruam di seluruh tubuh  9. Selulitis adalah infeksi jaringan kulit yang cukup serius dengan gejala berupa kulit yang terasa sakit saat dipegang, terasa panas, serta terlihat membengkak dengan warna kemerahan.     Berikut adalah beberapa cara untuk mengurangi gatal:  1. Lebih baik mengusap daripada menggaruk area yang gatal.  2. Minimalisasi konsumsi makanan pedas, kafein, dan minuman keras yang dapat memengaruhi aliran darah dan menyebabkan gatal bertambah parah.  3. Kompres bagian yang gatal dengan kain flanel yang dibasahi air dingin.  4. Potong kuku anda sehingga tidak akan menimbulkan luka jika tidak bisa menahan diri untuk menggaruk area yang gatal.  5. Mandi dengan air dingin dan batasi agar waktu mandi tidak lebih dari 20 menit.  6. Hindari penggunaan pakaian dengan bahan yang dapat menambah rasa gatal, seperti wool atau pakaian yang terlalu ketat.  7. Oleskan losion setelah mandi untuk membuat kulit tetap lembap.  8. Gunakan sabun dengan kandungan ringan yang tidak terlalu berisiko menyebabkan iritasi kulit.  9. Gunakan sprei dengan bahan yang tidak panas dengan permukaan halus.   10. Kelola stres. Kecemasan dapat membuat gatal memburuk.  11. Hindari menggunakan salep gatal tanpa pemeriksaan dan resep dokter,karena dapat memperparah gejala jika tidak sesuai.    Jika keluhan tidak kunjung hilang,diharapkan langsung konsultasi ke dokter kulit untuk mendapatkan penanganan yang tepat. Semoga bermanfaat. dr. Celleen Rei Setiawan";1;0;1;1;1;0;;;;;;;;;;;;;;;;;
222;Hallo NoviAdanya rasa tidak sedap pada hidung dapat disebabkan oleh berbagai macam hal, dan bisa saja disebabkan oleh flu ataupun adanya gangguan pada hidung dan daerah di dalam hidung. Untuk itu dibutuhkan pemeriksaan langsung oleh dokter agar dapat menegakan suatu kelainan apa yang Novi alami saat iniAdapun kemungkinan yang terjadi adalah   Flu  yang disebabkan oleh bakteri, sehingga menyebabkan adanya bau tidka sedap dari infeksi bakteri tersebut   Adanya  polip hidung , yaitu pembesaran jaringan di hidung dan biasanya rapuh sehingga mudah terkena infeksi   Sinusitis , yaitu infeksi pada rongga wajah sehingga akan menyebabkan rasa bau tidak sedap dari hidung dan flu yang tidak kunjung menghilang   Riwayat trauma pada wajah akan menyebabkan gangguan pada hidung dan salurannya sehingga dapat saja terjadinya luka dan atau lecet di bagian dalam sehingga memudahkan terjadinya infeksi   dan kemungkinan lainnya Untuk itu disarankan Novita memeriksakan diri ke dokter secara langsung agar mendapatkan pengobatan yang tepat dan cepat.Adapun beberapa saran untuk novita lakukan adalah   Hindari membuang ingus dengan paksa karena dapat memicu terjadinya pembuluh darah di hidung pecah   Gunakan masker saat berpergian dan juga saat bertemu orang banyak   Hindari dari paparan asap dan debu   Konsumsi sayuran dan buah untuk menangkal radikal bebas seperti debu dan asap   Istirahat dan tidur yang cukup Semoga informasinya dapat bermanfaat bagi Novidr. Arnold;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
223;Halo Ibu, Kondisi yang Anda alami sudah tergolong tidak wajar dan perlu penanganan medis segera mengingat kondisi ini dapat berbahaya bagi ibu maupun janin. Mual dan muntah saat kehamilan muda (trimester pertama) yang tergolong normal dikategorikan sebagai  morning sickness.  Anda dapat mengalami keluhan mual dan muntah terutama pada pagi hari disertai rasa lelah. Mual dan muntah parah yang berkepanjangan pada saat kehamilan disebut  hiperemesis gravidarum.  Anda dapat mengalami keluhan lain seperti rasa terbakar di dada, debar-debar, pusing, sulit makan dan minum. Pada akhirnya, hiperemesis gravidarum dapat menimbulkan komplikasi seperti kekurangan cairan, berat badan janin rendah dan membahayakan kondisi ibu maupun janin. Segeralah mengunjungi RS/UGD terdekat untuk mendapatkan pertolongan medis. Dokter akan menilai kondisi Anda sehingga dapat ditentukan penanganan yang tepat. Penanganan utama adalah mencegah dan mengatasi dehidrasi, misalnya dengan pemberian cairan melalui infus dan pemberian obat antimuntah dan antimual. Semoga membantu, dr.Mira;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
224;Salam Alodokter, Terima kasih sudah bertanya di Alodokter. Keluhan  nyeri payudara  dan payudara tegang kemungkinan merupakan efek samping dari suntikan KB 1 bulan yang Anda gunakan. Karena KB 1 bulan berisi obat hormonal,maka Kb suntik ini mempengaruhi sistem reproduksi Anda dan menyebabkan nyeri atau tegang pada payudara Anda, terutama pada fase tertentu dalam siklus hormonal kewanitaan Anda. Bila Anda belum menikah, maka sebaiknya Anda tidak perlu menggunakan suntikan KB, terutama bila Anda tidak melakukan hubungan seks selama Anda belum menikah. Adanya peraturan suntik KB yang disyaratkan oleh instansi Anda, ditujukan untuk mencegah resiko kehamilan karena aktivitas seksual Anda yang mungkin Anda lakukan di kemudian hari. Sehingga bila Anda memastikan untuk tidak melakukan hubungan seksual apapun selama berada di instansi tersebut,maka seharusnya suntikan KB tidak diperlukan. Namun, selain akibat efek suntik KB, beberapa kondisi lain juga dapat menyebabkan payudara Anda terasa tegang dan nyeri, seperti: 1. radang atau infeksi pada payudara 2. menjelang atau dalam masa haid  3. tumor payudara yang menekan jaringan sekitarnya 4. kehamilan Sedangkan keluhan sakit kepala dan badan panas yang Anda rasakan kemungkinan disebabkan oleh kondisi stamina Anda yang menurun, menderita gejala awal sakit flu, atau kelelahan fisik,walaupun keluhan ini dapat juga disebakan efek samping dari awal pemakaian suntik KB. Namun, untuk memastikan penyebab keluhan Anda saat ini, dan mengontrol keluhan Anda, sebaiknya Anda berkonsultasi langsung dengan dokter keluarga Anda atau  dokter kandungan  Anda. Dokter akan melakukan pemeriksaan terhadap keluhan yang Anda rasakan, bila diperlukan, pemeriksaan penunjang dapat dilakukan , seperti pemeriksaan USG payudara. Hasil pemeriksaan akan menjadi acuan bagi dokter untuk memberikan penanganan dan perawatan untuk Anda. Untuk saat ini, hindari penggunaan bra yang terlalu kencang, hindari tidur larut malam, dan hindari stres untuk mencegah keluhan yang Anda rasakan semakin meningkat. Demikian info yang bisa kami sampaikan.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
225;Halo,Terima kasih atas pertanyaanya ke Alodokter.com. BAB adalah sisa-sisa makanan yang harus dibuang oleh tubuh. Umumnya, BAB ini berisi serat/sayur-sayuran dan sisa-sisa yang sudah tidak dibutuhkan oleh tubuh. Anda harus membiasakan diri BAB paling tidak 1-2 kali sehari untuk menjaga sistem pencernaan Anda tetap baik. Berikut ini adalah efek kesehatan yang akan muncul apabila Anda terbiasa menahan buang air besar:1) BAB akan menjadi sangat keras. BAB yang keras ini akan menyebabkan terjadinya luka di anus.2) feses yang menumpuk di saluran cerna akan menjadi bibit-bibit tumbuhnya penyakit dan infeksi saluran cerna3) feses ini akan menyebabkan kelambatan aktivitas saluran pencernaan yang terjadi di perut.Sebaiknya Anda membiasakan  BAB  secara teratur. Untuk memperlancar BAB maka Anda dapat mengkonsumsi air putih dalam jumlah yang cukup 8-10 gelas per air. Selain itu, ada baiknya Anda mengkonsumsi buah-buahan seperti apel dan sayur-sayuran untuk memperlancar BAB Anda.Semoga membantu ya,dr. Aldo;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
226;Terima kasih telah bertanya di Alodokter.com. Saya dr.Luh Putu Previyanti Dharma Putri akan mencoba membantu Anda. Kondisi kesemutan yang istri Anda alami bisa jadi merupakan suatu gejala ataupun komplikasi dari penyakit  lupus  yang dideritanya. Lupus merupakan penyakit inflamasi atau peradangan kronis yang disebabkan oleh sistem kekebalan tubuh yang keliru sehingga mulai menyerang jaringan dan organ tubuh sendiri. Inflamasi akibat lupus dapat menyerang berbagai bagian tubuh, salah satunya adalah sel saraf dan sel pembuluh darah. Peradangan pada pembuluh darah sehingga menyebabkan perubahan pada struktur pembuluh darah disebut dengan  vaskulitis . Perubahan yang terjadi pada dinding pembuluh darah adalah penebalan, pelemahan, penyempitan, dan munculnya bekas luka. Pembuluh darah yang rusak akan mengakibatkan aliran darah terganggu sehingga menimbulkan keluhan rasa kebas atau lemas pada tungkai. Selain itu, lupus yang menyerang sel saraf akan menimbulkan gangguan atau perubahan neurologis sehingga dapat juga menyebabkan keluhan kesemutan. Untuk memastikan kondisi istri Anda, sebaiknya Anda berkonsultasi langsung dengan dokter penyakit dalam yang sedang merawat istri Anda. Sementara itu, pastikan istri Anda menjalankan segala pengobatan yang dianjurkan oleh dokter dengan baik. Semoga bermanfaat, dr.Previyanti;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
227;Halo Irsal, terima kasih untuk pertanyaannya. Gatal di daerah zakar dapat disebabkan oleh banyak hal, seperti: - Alergi terhadap bahan kimia seperti sabun mandi, sabun cuci pakaian, pewangi pakaian,dll - Kulit kering - Gigitan serangga - Infeksi jamur -  Scabies - Eksim/ peradangan kulit - Penyakit menular seksual seperti herpes - dll   Beberapa tips yang dapat Anda lakukan jika terasa gatal: - Hindari menggaruk karena hal ini dapat membuat kulit iritasi - Cukup tepuk-tepuk atau tekan dengan lembut daerah yang gatal - Jaga kebersihan diri - Kompres tempat yang gatal dengan air dingin - Pastikan daerah yang gatal tidak lembab, selalu di lap sampai kering jika sesudah mandi - Hindari memakai pakaian dalam yang terlalu ketat  - Gunakan pakaian dalam yang terbuat dari bahan katun - Jangan bertukar pakaian dalam atau alat mandi dengan orang lain - Gantilah pakaian dalam jika sudah terasa lembab   Untuk menentukan pengobatan yang tepat, sangat perlu diketahui penyebab keluhan Anda. Oleh karena itu, saya sarankan Anda untuk melakukan konsultasi dengan dokter spesialis kulit dan kelamin. Dokter akan melakukan pemeriksaan berupa menanyakan riwayat keluhan yang Anda alami, pemeriksaan fisik terutama pada bagian yang gatal, dan pemeriksaan penunjang bila diperlukan seperti tes alergi,dll.   Berikut saya sertakan artikel yang berkaitan dengan topik ini Penyebab gatal di daerah kemaluan Demikian jawaban dari saya,semoga bermanfaat. Sehat selalu ya. Salam,dr.Sylvia;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
228;Alo Sandi, Terima kasih atas pertanyaan Anda. Seseorang dikatakan mengalami  diare  jika frekuensi BAB menjadi lebih sering (lebih dari 3 kali per hari), disertai dengan perubahan tinja yang menjadi lebih cair. Pada umumnyam diare disebabkan oleh infeksi usus yang dapat disebabkan oleh infeksi virus, bakteri, atau parasit. Attapulgite  adalah salah satu obat yang digunakan untuk mengatasi gejala diare dengan cara memperlambat gerakan usus besar dan mengikat bakteri atau racun yang menyebabkan usus besar. Dengan memperlambat gerakan usus besar, penyerapan air di dalam usus dapat terjadi sehingga tinja yang terbentuk lebih padat. Selain itu, gerakan usus yang melambat ikut meredakan keluhan kram perut.Obat ini hanya dapat digunakan oleh anak-anak berusia 6 tahun ke atas dan orang dewasa. Untuk orang dewasa, obat ini dapat dikonsumsi sebanyak 2 tablet untuk setiap diare dan maksimal dosis per hari adalah 12 tablet. Dengan demikian, jika Anda masih belum mencapai dosis maksimal, maka Anda dapat mengkonsumsi tablet tersebut sesuai anjuran dokter dan tidak perlu mengkhawatirkan selang waktu antar dosis. Pengobatan diare pada akhirnya akan disesuaikan dengan penyebabnya. Walaupun demikian, penanganan yang tidak kalah pentingnya bagi penderita diare adalah dengan menjaga asupan makanan dan minuman agar asupan nutrisi tetap terjaga dan menghindari terjadinya dehidrasi. Selain obat yang dianjurkan oleh dokter, Anda dianjurkan untuk mengkonsumsi air putih, jus, kaldu, atau oralit untuk mencegah dehidrasi. Jangan ragu untuk kembali berkonsultasi dengan dokter jika Anda masih mengalami gejala yang sama setelah menyelesaikan obat yang diberikan dokter atau jika gejala ini malah bertambah buruk. Anda juga dianjurkan untuk melakukan saran berikut ini: hindari konsumsi makanan pedas, berminyak, dan berlemak hindari konsumsi minuman berkafein, bersoda, dan beralkohol hindari mengkonsumsi makanan dan minuman yang tidak terjaga kebersihannya selalu mencuci tangan sesudah ke toilet dan sebelum makan Semoga informasi ini membantu Anda.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
229;Halo Mita, Terima kasih atas pertanyaannya. Jerawat  merupakan masalah kulit yang umum yang dapat dialami siapa saja. Jerawat dimulai dengan adanya penyumbatan folikel rambut oleh minyak kulit/ sebum berlebihan dan sel-sel kulit yang mati. Kondisi ini dapat diikuti dengan infeksi bakteri yang menyebabkan peradangan pada folikel rambut. Risiko seseorang mengalami jerawat dapat meningkat karena adanya perubahan hormon, termasuk saat pubertas, faktor keturunan, tingkat stres, penggunaan kosmeti, efek samping penggunaan obat-obata, kebiasaan merokok, dan gesekan kulit dengan benda lain. Keparahan jerawat yang terjadi pada tiap orang pun bervariasi. Jika Anda mengalami jerawat ringan, Anda dapat melakukan perawatan mandiri seperti berikut ini: bersihkan wajah dengan teratur dengan sabun pembersih yang lembut, dua kali sehari. Anda boleh saja mengganti sabun wajah Anda jika sudah tidak berjerawat hindari menggunakan kosmetik yang tebal, pastikan Anda selalu membersihkan wajah dari kosmetik sebelum tidur gunakan kosmetik dan produk perawatan kulit yang berbahan dasar air beristirahat dengan cukup mengelola stres dengan baik hindari memencet jerawat Anda juga dapat menggunakan krim/ gel yang menganding benzoyl peroksida untuk mengatasi jerawat, yang dapat dibeli bebas di apotek. Krim/ gel ini harus digunakan selama beberapa minggu sebelum menunjukkan hasil. Jangan ragu untuk berkonsultasi dengan  dokter spesialis kulit  jika keluhan ini sangat mengganggu dan tidak kunjung membaik. Semoga informasi ini berguna.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
230;Hallo Retno, Terimakasih atas pertanyaan Anda pada Alodokter Setiap obat memiliki sifat farmakologis berbeda beda, termasuk waktu paruh dan waktu mulainya obat bekerja, hal itu akan berpengaruh terhadap aturan minum obat. Penggunaan berbagai macam obat secara bersamaan sebaiknya dilakukan dibawah pengawasan dokter yang meresepkan atau menganjurkan pemakaian obat tersebut. Hal ini dikarenakan terjadi interaksi obat terhadap pemakaian beberapa jenis obat secara bersamaan. Sebaiknya meminum jenis obat yang sama dalam arti isi kandungan obat sama, harus berjarak sekitar 8 sampai 12 jam, dan bila jenis obat yang berbeda harus diberi jarak 1-2 jam dari obat yang lainnya.   Terimakasih, semoga bermanfaat. dr. Nurmarwiyah;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
231;Alo! Terima kasih atas pertanyaannya di Alodokter, Menstruasi merupakan keluarnya darah dari alat kelamin wanita akibat luruhnya penebalan dinding rahim. Menstruasi terjadi secara siklus, dengan rerata durasi siklus menstruasi selama 28 hari. Kisaran normal siklus menstruasi berlangsung dari 21-35 hari dengan durasi menstruasi selama 2-7 hari. Beberapa gejala / sindrom yang dapat muncul sebelum menstruasi terjadi dapat disebut sebagai Pre-Menstruation Syndrome (PMS) . PMS umumnya muncul 1-2 minggu sebelum menstruasi, dapat ditandai dengan beberapa gejala antara lain nyeri kepala, nyeri perut, perubahan suasana hati yang cepat, mudah lelah danmengantuk, tumbuhnya jerawat, perut kembung, serta nyeri otot, mudah merasa tertekan secara psikologis. Sebagian besar kondisi ini akan berkurang setelah menstruasi terjadi. Keputihan yang sangat banyak disertai dengan nyeri daerah panggul juga perlu ditelaah lebih lanjut apakah merupakan suatu tanda / gejala yang muncul akibat kondisi medis yang dialami antara lain bacterial vaginosis, trichomoniasis, kandidosis vulvovaginalis, adanya infeksi pada alat kelamin lainnya atau penyakit radang panggul. Perubahan pada keputihan menjadi berbau amis, memiliki konsistensi seperti ampas susu, berwarna kehijauan, disertai dengan nanah / darah, disarankan untuk berkonsultasi pada  dokter spesialis kandungan  terkait pemeriksaan dan penatalaksanaan lebih lanjut. Semoga informasi ini dapat membantu Anda, Salam.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
232;Alo Ridwan, terimakasih sudah bertanya ke Alodokter. Perkenalkan saya dr Rio akan menjawab pertanyaan anda. Dari keluhan yang anda alami, ada beberapa kemungkinan yang terjadi pada anda: Common cold Influenza ISPA Bronkhitis Pneumonia Tuberculosis paru Covid 19 , dll. Ada banyak kemungkinan penyakit yang memiliki tanda dan gejala seperti yang anda alami. Namun untuk memastikannya, anda harus periksakan diri ke dokter karena untuk mengetahui penyakit perlu dilakukan wawancara mengenai keluhan secara lebih detail, dan juga pemeriksaan fisik pada tubuh anda secara langsung. Dahak atau cairan ingus yang berwarna kehijauan biasanya disebabkan oleh adanya infeksi terutama infeksi bakteri. Oleh sebab itu, bila keluhan dirasa timbul terus menerus dan tidak mereda, sebaiknya segera konsultasikan diri anda ke dokter. Saat ini yang dapat anda lakukan adalah: Istirahat yang cukup. Menjaga pola makan teratur dan bergizi. Perbanyak konsumsi buah dan sayur. Konsumsi air putih yang cukup. Gunakan masker. Lakukan physical distancing, hindari berpergian dan kontak dengan orang lain. Hal ini dikarenakan bisa saja ada kemungkinan mengalami covid 19. Oleh sebab itu sebaiknya lakukan hal ini untuk mengindari penularan baik dari diri anda maupun dari orang lain. Konsumsi obat flu yang terjual bebas di apotek, bila tidak membaik segera periksakan ke dokter untuk mendapatkan penanganan yang lebih tepat sesuai hasil pemeriksaan. Sekian jawaban yang dapat saya berikan. Terimakasih :);1;0;1;1;1;0;;;;;;;;;;;;;;;;;
